"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice thomas","majority",FALSE,"Weyerhaeuser v. Ross-Simmons Hardwood Lumber",2007-02-20,"549 U.S. 312",2007,"2006-015",FALSE
"justice stewart","majority",FALSE,"Perry v. Sindermann",1972-06-29,"408 U.S. 593",1972,"1971-174",FALSE
"justice burger","concurring",FALSE,"Perry v. Sindermann",1972-06-29,"408 U.S. 593",1972,"1971-174",FALSE
"justice rehnquist","majority",FALSE,"Arizona v. Evans",1995-03-01,"514 U.S. 1",1995,"1994-029",FALSE
"justice o'connor","concurring",FALSE,"Arizona v. Evans",1995-03-01,"514 U.S. 1",1995,"1994-029",FALSE
"justice stevens","dissenting",FALSE,"Arizona v. Evans",1995-03-01,"514 U.S. 1",1995,"1994-029",FALSE
"justice ginsburg","second_dissenting",FALSE,"Arizona v. Evans",1995-03-01,"514 U.S. 1",1995,"1994-029",FALSE
"justice kennedy","majority",FALSE,"University of Tex. Southwestern Medical Center v. Nassar",2013-06-24,"133 S. Ct. 2517",2013,"2012-072",FALSE
"justice ginsburg","dissenting",FALSE,"University of Tex. Southwestern Medical Center v. Nassar",2013-06-24,"133 S. Ct. 2517",2013,"2012-072",FALSE
"justice stevens","majority",FALSE,"Hamdan v. Rumsfeld",2006-06-29,"548 U.S. 557",2006,"2005-086",FALSE
"justice breyer","concurring",FALSE,"Hamdan v. Rumsfeld",2006-06-29,"548 U.S. 557",2006,"2005-086",FALSE
"justice scalia","dissenting",FALSE,"Hamdan v. Rumsfeld",2006-06-29,"548 U.S. 557",2006,"2005-086",FALSE
"justice thomas","second_dissenting",FALSE,"Hamdan v. Rumsfeld",2006-06-29,"548 U.S. 557",2006,"2005-086",FALSE
"justice burger","majority",FALSE,"Kewanee Oil Co. v. Bicron Corp.",1974-05-13,"416 U.S. 470",1974,"1973-098",FALSE
"justice douglas","dissenting",FALSE,"Kewanee Oil Co. v. Bicron Corp.",1974-05-13,"416 U.S. 470",1974,"1973-098",FALSE
"justice blackmun","majority",FALSE,"United States v. Ron Pair Enterprises, Inc.",1989-02-22,"489 U.S. 235",1989,"1988-039",FALSE
"justice o'connor","dissenting",FALSE,"United States v. Ron Pair Enterprises, Inc.",1989-02-22,"489 U.S. 235",1989,"1988-039",FALSE
"justice white","majority",FALSE,"Alfred Dunhill of London, Inc. v. Republic of Cuba",1976-05-24,"425 U.S. 682",1976,"1975-096",FALSE
"justice powell","concurring",FALSE,"Alfred Dunhill of London, Inc. v. Republic of Cuba",1976-05-24,"425 U.S. 682",1976,"1975-096",FALSE
"justice marshall","dissenting",FALSE,"Alfred Dunhill of London, Inc. v. Republic of Cuba",1976-05-24,"425 U.S. 682",1976,"1975-096",FALSE
"justice stevens","majority",FALSE,"US Ind./Fed. Sheet Metal, Inc. v. Director, OWCP",1982-03-23,"455 U.S. 608",1982,"1981-062",FALSE
"justice brennan","dissenting",FALSE,"US Ind./Fed. Sheet Metal, Inc. v. Director, OWCP",1982-03-23,"455 U.S. 608",1982,"1981-062",FALSE
"justice alito","majority",FALSE,"United States v. Rodriquez",2008-05-19,"553 U.S. 377",2008,"2007-040",FALSE
"justice souter","dissenting",FALSE,"United States v. Rodriquez",2008-05-19,"553 U.S. 377",2008,"2007-040",FALSE
"justice white","dissenting",TRUE,"Morland v. Sprecher",1979-07-02,"443 U.S. 709",1979,"1978-160",FALSE
"justice blackmun","majority",FALSE,"Georgia v. South Carolina",1990-06-25,"497 U.S. 376",1990,"1989-128",FALSE
"justice marshall","majority",FALSE,"Hodel v. Indiana",1981-06-15,"452 U.S. 314",1981,"1980-113",FALSE
"justice ginsburg","majority",FALSE,"Associates Commercial Corp. v. Rash",1997-06-16,"520 U.S. 953",1997,"1996-073",FALSE
"justice stevens","dissenting",FALSE,"Associates Commercial Corp. v. Rash",1997-06-16,"520 U.S. 953",1997,"1996-073",FALSE
"justice brennan","concurring",TRUE,"Harris v. Oklahoma",1977-06-29,"433 U.S. 682",1977,"1976-183",FALSE
"justice stewart","majority",FALSE,"United States v. Students Challenging Regulatory Agency Procedures (SCRAP)",1973-06-18,"412 U.S. 669",1973,"1972-151",FALSE
"justice blackmun","concurring",FALSE,"United States v. Students Challenging Regulatory Agency Procedures (SCRAP)",1973-06-18,"412 U.S. 669",1973,"1972-151",FALSE
"justice sotomayor","majority",FALSE,"Simmons v. Himmelreich",2016-06-06,"195 L. Ed. 2d 106",2016,"2015-051",FALSE
"justice rehnquist","majority",FALSE,"Wisconsin v. Mitchell",1993-06-11,"508 U.S. 476",1993,"1992-091",FALSE
"justice burger","majority",FALSE,"Bowsher v. Synar",1986-07-07,"478 U.S. 714",1986,"1985-162",FALSE
"justice stevens","concurring",FALSE,"Bowsher v. Synar",1986-07-07,"478 U.S. 714",1986,"1985-162",FALSE
"justice white","dissenting",FALSE,"Bowsher v. Synar",1986-07-07,"478 U.S. 714",1986,"1985-162",FALSE
"justice blackmun","second_dissenting",FALSE,"Bowsher v. Synar",1986-07-07,"478 U.S. 714",1986,"1985-162",FALSE
"justice burger","majority",FALSE,"NLRB v. Action Automotive, Inc.",1985-04-15,"469 U.S. 490",1985,"1984-027",FALSE
"justice stevens","dissenting",FALSE,"NLRB v. Action Automotive, Inc.",1985-04-15,"469 U.S. 490",1985,"1984-027",FALSE
"justice powell","majority",FALSE,"United States v. Inadi",1986-03-10,"475 U.S. 387",1986,"1985-050",FALSE
"justice marshall","dissenting",FALSE,"United States v. Inadi",1986-03-10,"475 U.S. 387",1986,"1985-050",FALSE
"justice sotomayor","majority",FALSE,"Matrixx Initiatives, Inc. v. Siracusano",2011-03-22,"131 S. Ct. 1309",2011,"2010-030",FALSE
"justice rehnquist","majority",FALSE,"Rumsfeld v. Padilla",2004-06-28,"542 U.S. 426",2004,"2003-084",FALSE
"justice kennedy","concurring",FALSE,"Rumsfeld v. Padilla",2004-06-28,"542 U.S. 426",2004,"2003-084",FALSE
"justice stevens","dissenting",FALSE,"Rumsfeld v. Padilla",2004-06-28,"542 U.S. 426",2004,"2003-084",FALSE
"justice kennedy","majority",FALSE,"Hall v. Florida",2014-05-27,"134 S. Ct. 1986",2014,"2013-046",FALSE
"justice alito","dissenting",FALSE,"Hall v. Florida",2014-05-27,"134 S. Ct. 1986",2014,"2013-046",FALSE
"justice kennedy","majority",FALSE,"Heller v. Doe",1993-06-24,"509 U.S. 312",1993,"1992-107",FALSE
"justice blackmun","dissenting",FALSE,"Heller v. Doe",1993-06-24,"509 U.S. 312",1993,"1992-107",FALSE
"justice souter","second_dissenting",FALSE,"Heller v. Doe",1993-06-24,"509 U.S. 312",1993,"1992-107",FALSE
"justice rehnquist","majority",FALSE,"Regan v. Wald",1984-10-09,"468 U.S. 222",1984,"1983-150",FALSE
"justice blackmun","dissenting",FALSE,"Regan v. Wald",1984-10-09,"468 U.S. 222",1984,"1983-150",FALSE
"justice powell","second_dissenting",FALSE,"Regan v. Wald",1984-10-09,"468 U.S. 222",1984,"1983-150",FALSE
"justice marshall","majority",FALSE,"Grayned v. City of Rockford",1972-06-26,"408 U.S. 104",1972,"1971-162",FALSE
"justice stevens","majority",FALSE,"PGA Tour, Inc. v. Martin",2001-05-29,"532 U.S. 661",2001,"2000-057",FALSE
"justice scalia","dissenting",FALSE,"PGA Tour, Inc. v. Martin",2001-05-29,"532 U.S. 661",2001,"2000-057",FALSE
"justice marshall","majority",FALSE,"Alabama Power Co. v. Davis",1977-06-06,"431 U.S. 581",1977,"1976-120",FALSE
"justice white","majority",FALSE,"Fort Wayne Books, Inc. v. Indiana",1989-02-21,"489 U.S. 46",1989,"1988-030",FALSE
"justice blackmun","concurring",FALSE,"Fort Wayne Books, Inc. v. Indiana",1989-02-21,"489 U.S. 46",1989,"1988-030",FALSE
"justice powell","majority",FALSE,"Alexander v. Gardner-Denver Co.",1974-02-19,"415 U.S. 36",1974,"1973-048",FALSE
"justice brennan","majority",FALSE,"FPC v. Moss",1976-03-03,"424 U.S. 494",1976,"1975-043",FALSE
"justice burger","concurring",FALSE,"FPC v. Moss",1976-03-03,"424 U.S. 494",1976,"1975-043",FALSE
"justice kennedy","majority",FALSE,"KSR Intern. Co. v. Teleflex Inc.",2007-04-30,"550 U.S. 398",2007,"2006-038",FALSE
"justice rehnquist","majority",FALSE,"Board of Curators of Univ. of Mo. v. Horowitz",1978-03-01,"435 U.S. 78",1978,"1977-044",FALSE
"justice powell","concurring",FALSE,"Board of Curators of Univ. of Mo. v. Horowitz",1978-03-01,"435 U.S. 78",1978,"1977-044",FALSE
"justice brennan","majority",FALSE,"Wheeler v. Montgomery",1970-03-23,"397 U.S. 280",1970,"1969-063",FALSE
"justice burger","dissenting",FALSE,"Wheeler v. Montgomery",1970-03-23,"397 U.S. 280",1970,"1969-063",FALSE
"justice stewart","second_dissenting",FALSE,"Wheeler v. Montgomery",1970-03-23,"397 U.S. 280",1970,"1969-063",FALSE
"justice souter","majority",FALSE,"Sochor v. Florida",1992-06-08,"504 U.S. 527",1992,"1991-084",FALSE
"justice o'connor","concurring",FALSE,"Sochor v. Florida",1992-06-08,"504 U.S. 527",1992,"1991-084",FALSE
"justice powell","majority",FALSE,"McCleskey v. Kemp",1987-06-08,"481 U.S. 279",1987,"1986-080",FALSE
"justice brennan","dissenting",FALSE,"McCleskey v. Kemp",1987-06-08,"481 U.S. 279",1987,"1986-080",FALSE
"justice blackmun","second_dissenting",FALSE,"McCleskey v. Kemp",1987-06-08,"481 U.S. 279",1987,"1986-080",FALSE
"justice thomas","majority",FALSE,"Reed v. Town of Gilbert",2015-06-18,"135 S. Ct. 2218",2015,"2014-037",FALSE
"justice alito","concurring",FALSE,"Reed v. Town of Gilbert",2015-06-18,"135 S. Ct. 2218",2015,"2014-037",FALSE
"justice rehnquist","majority",FALSE,"Murray v. Giarratano",1989-06-23,"492 U.S. 1",1989,"1988-136",FALSE
"justice o'connor","concurring",FALSE,"Murray v. Giarratano",1989-06-23,"492 U.S. 1",1989,"1988-136",FALSE
"justice stevens","dissenting",FALSE,"Murray v. Giarratano",1989-06-23,"492 U.S. 1",1989,"1988-136",FALSE
"justice souter","majority",FALSE,"Doe v. Chao",2004-02-24,"540 U.S. 614",2004,"2003-032",FALSE
"justice ginsburg","dissenting",FALSE,"Doe v. Chao",2004-02-24,"540 U.S. 614",2004,"2003-032",FALSE
"justice breyer","second_dissenting",FALSE,"Doe v. Chao",2004-02-24,"540 U.S. 614",2004,"2003-032",FALSE
"justice souter","majority",FALSE,"Yates v. Evatt",1991-08-02,"500 U.S. 391",1991,"1990-087",FALSE
"justice scalia","concurring",FALSE,"Yates v. Evatt",1991-08-02,"500 U.S. 391",1991,"1990-087",FALSE
"justice brennan","majority",FALSE,"Mallard v. United States Dist. Court for Southern Dist. of Iowa",1989-05-01,"490 U.S. 296",1989,"1988-080",FALSE
"justice kennedy","concurring",FALSE,"Mallard v. United States Dist. Court for Southern Dist. of Iowa",1989-05-01,"490 U.S. 296",1989,"1988-080",FALSE
"justice stevens","dissenting",FALSE,"Mallard v. United States Dist. Court for Southern Dist. of Iowa",1989-05-01,"490 U.S. 296",1989,"1988-080",FALSE
"justice white","majority",FALSE,"New York v. Ferber",1982-07-02,"458 U.S. 747",1982,"1981-171",FALSE
"justice o'connor","concurring",FALSE,"New York v. Ferber",1982-07-02,"458 U.S. 747",1982,"1981-171",FALSE
"justice rehnquist","majority",FALSE,"BedRoc Limited, LLC v. United States",2004-03-31,"541 U.S. 176",2004,"2003-047",FALSE
"justice thomas","concurring",FALSE,"BedRoc Limited, LLC v. United States",2004-03-31,"541 U.S. 176",2004,"2003-047",FALSE
"justice stevens","dissenting",FALSE,"BedRoc Limited, LLC v. United States",2004-03-31,"541 U.S. 176",2004,"2003-047",FALSE
"justice roberts","majority",FALSE,"Rumsfeld v. Forum for Academic and Institutional Rights, Inc.",2006-03-06,"547 U.S. 47",2006,"2005-039",FALSE
"justice o'connor","majority",FALSE,"BE&K Constr. Co. v. NLRB",2002-06-24,"536 U.S. 516",2002,"2001-075",FALSE
"justice scalia","concurring",FALSE,"BE&K Constr. Co. v. NLRB",2002-06-24,"536 U.S. 516",2002,"2001-075",FALSE
"justice powell","majority",FALSE,"Seattle Times Co. v. Rhinehart",1984-05-21,"467 U.S. 20",1984,"1983-098",FALSE
"justice brennan","concurring",FALSE,"Seattle Times Co. v. Rhinehart",1984-05-21,"467 U.S. 20",1984,"1983-098",FALSE
"justice stevens","majority",FALSE,"Commissioner v. Schleier",1995-06-14,"515 U.S. 323",1995,"1994-074",FALSE
"justice o'connor","dissenting",FALSE,"Commissioner v. Schleier",1995-06-14,"515 U.S. 323",1995,"1994-074",FALSE
"justice alito","majority",FALSE,"FAA v. Cooper",2012-03-28,"132 S. Ct. 1441",2012,"2011-043",FALSE
"justice sotomayor","dissenting",FALSE,"FAA v. Cooper",2012-03-28,"132 S. Ct. 1441",2012,"2011-043",FALSE
"justice stevens","majority",FALSE,"Puyallup Tribe, Inc. v. Department of Game of Wash.",1977-06-23,"433 U.S. 165",1977,"1976-165",FALSE
"justice blackmun","concurring",FALSE,"Puyallup Tribe, Inc. v. Department of Game of Wash.",1977-06-23,"433 U.S. 165",1977,"1976-165",FALSE
"justice thomas","majority",FALSE,"O'Dell v. Netherland",1997-06-19,"521 U.S. 151",1997,"1996-078",FALSE
"justice stevens","dissenting",FALSE,"O'Dell v. Netherland",1997-06-19,"521 U.S. 151",1997,"1996-078",FALSE
"justice souter","majority",FALSE,"Old Chief v. United States",1997-01-07,"519 U.S. 172",1997,"1996-013",FALSE
"justice o'connor","dissenting",FALSE,"Old Chief v. United States",1997-01-07,"519 U.S. 172",1997,"1996-013",FALSE
"justice stevens","dissenting",TRUE,"In Re Vey",1997-04-14,"520 U.S. 303",1997,"1996-043",FALSE
"justice marshall","majority",FALSE,"Sisson v. Ruby",1990-06-25,"497 U.S. 358",1990,"1989-127",FALSE
"justice scalia","concurring",FALSE,"Sisson v. Ruby",1990-06-25,"497 U.S. 358",1990,"1989-127",FALSE
"justice douglas","majority",FALSE,"National Cable Television Assn., Inc. v. United States",1974-03-04,"415 U.S. 336",1974,"1973-065",FALSE
"justice scalia","majority",FALSE,"Johnson v. United States",2015-06-26,"135 S. Ct. 2551",2015,"2014-016",FALSE
"justice kennedy","concurring",FALSE,"Johnson v. United States",2015-06-26,"135 S. Ct. 2551",2015,"2014-016",FALSE
"justice alito","dissenting",FALSE,"Johnson v. United States",2015-06-26,"135 S. Ct. 2551",2015,"2014-016",FALSE
"justice stewart","majority",FALSE,"Teamsters v. United States",1977-05-31,"431 U.S. 324",1977,"1976-112",FALSE
"justice alito","majority",FALSE,"South Carolina v. North Carolina",2010-01-20,"558 U.S. 256",2010,"2009-014",FALSE
"justice stevens","majority",FALSE,"Cooper Industries, Inc. v. Leatherman Tool Group, Inc.",2001-05-14,"532 U.S. 424",2001,"2000-048",FALSE
"justice thomas","concurring",FALSE,"Cooper Industries, Inc. v. Leatherman Tool Group, Inc.",2001-05-14,"532 U.S. 424",2001,"2000-048",FALSE
"justice ginsburg","dissenting",FALSE,"Cooper Industries, Inc. v. Leatherman Tool Group, Inc.",2001-05-14,"532 U.S. 424",2001,"2000-048",FALSE
"justice brennan","majority",FALSE,"United States v. Wells Fargo Bank",1988-03-23,"485 U.S. 351",1988,"1987-053",FALSE
"justice blackmun","majority",FALSE,"Stanton v. Stanton",1975-04-15,"421 U.S. 7",1975,"1974-080",FALSE
"justice rehnquist","dissenting",FALSE,"Stanton v. Stanton",1975-04-15,"421 U.S. 7",1975,"1974-080",FALSE
"justice brennan","majority",FALSE,"Roberts v. United States Jaycees",1984-07-03,"468 U.S. 609",1984,"1983-162",FALSE
"justice o'connor","concurring",FALSE,"Roberts v. United States Jaycees",1984-07-03,"468 U.S. 609",1984,"1983-162",FALSE
"justice blackmun","majority",FALSE,"Department of Treasury v. Fabe",1993-06-11,"508 U.S. 491",1993,"1992-092",FALSE
"justice kennedy","dissenting",FALSE,"Department of Treasury v. Fabe",1993-06-11,"508 U.S. 491",1993,"1992-092",FALSE
"justice o'connor","majority",FALSE,"Whitfield v. United States",2005-01-11,"543 U.S. 209",2005,"2004-013",FALSE
"justice o'connor","majority",FALSE,"Georgia v. Ashcroft, Attorney General",2003-06-26,"539 U.S. 461",2003,"2002-081",FALSE
"justice kennedy","concurring",FALSE,"Georgia v. Ashcroft, Attorney General",2003-06-26,"539 U.S. 461",2003,"2002-081",FALSE
"justice souter","dissenting",FALSE,"Georgia v. Ashcroft, Attorney General",2003-06-26,"539 U.S. 461",2003,"2002-081",FALSE
"justice white","majority",FALSE,"Connolly v. Pension Benefit Guaranty Corporation",1986-02-26,"475 U.S. 211",1986,"1985-042",FALSE
"justice o'connor","concurring",FALSE,"Connolly v. Pension Benefit Guaranty Corporation",1986-02-26,"475 U.S. 211",1986,"1985-042",FALSE
"justice white","majority",FALSE,"Connick v. Myers",1983-04-20,"461 U.S. 138",1983,"1982-065",FALSE
"justice brennan","dissenting",FALSE,"Connick v. Myers",1983-04-20,"461 U.S. 138",1983,"1982-065",FALSE
"justice marshall","majority",FALSE,"SEC v. Medical Comm. for Human Rights",1972-01-10,"404 U.S. 403",1972,"1971-034",FALSE
"justice douglas","dissenting",FALSE,"SEC v. Medical Comm. for Human Rights",1972-01-10,"404 U.S. 403",1972,"1971-034",FALSE
"justice blackmun","majority",FALSE,"Consolidated Rail Corporation v. Railway Labor Executives' Assn.",1989-06-19,"491 U.S. 299",1989,"1988-120",FALSE
"justice white","concurring",FALSE,"Consolidated Rail Corporation v. Railway Labor Executives' Assn.",1989-06-19,"491 U.S. 299",1989,"1988-120",FALSE
"justice brennan","dissenting",FALSE,"Consolidated Rail Corporation v. Railway Labor Executives' Assn.",1989-06-19,"491 U.S. 299",1989,"1988-120",FALSE
"justice souter","majority",FALSE,"Burlington Northern R. Co. v. Ford",1992-06-12,"504 U.S. 648",1992,"1991-088",FALSE
"justice alito","majority",FALSE,"McDonald v. Chicago",2010-06-28,"561 U.S. 742",2010,"2009-091",FALSE
"justice scalia","concurring",FALSE,"McDonald v. Chicago",2010-06-28,"561 U.S. 742",2010,"2009-091",FALSE
"justice stevens","dissenting",FALSE,"McDonald v. Chicago",2010-06-28,"561 U.S. 742",2010,"2009-091",FALSE
"justice breyer","second_dissenting",FALSE,"McDonald v. Chicago",2010-06-28,"561 U.S. 742",2010,"2009-091",FALSE
"justice marshall","majority",FALSE,"Exxon Corp. v. Department of Revenue of Wis.",1980-06-10,"447 U.S. 207",1980,"1979-112",FALSE
"justice scalia","majority",FALSE,"Beck v. Pace Intern. Union",2007-06-11,"551 U.S. 96",2007,"2006-054",FALSE
"justice blackmun","majority",FALSE,"Cornelius v. Nutt",1985-06-24,"472 U.S. 648",1985,"1984-138",FALSE
"justice marshall","dissenting",FALSE,"Cornelius v. Nutt",1985-06-24,"472 U.S. 648",1985,"1984-138",FALSE
"justice rehnquist","majority",FALSE,"Missouri v. Jenkins",1995-06-12,"515 U.S. 70",1995,"1994-066",FALSE
"justice o'connor","concurring",FALSE,"Missouri v. Jenkins",1995-06-12,"515 U.S. 70",1995,"1994-066",FALSE
"justice souter","dissenting",FALSE,"Missouri v. Jenkins",1995-06-12,"515 U.S. 70",1995,"1994-066",FALSE
"justice ginsburg","second_dissenting",FALSE,"Missouri v. Jenkins",1995-06-12,"515 U.S. 70",1995,"1994-066",FALSE
"justice rehnquist","majority",FALSE,"United States v. Gouveia",1984-05-29,"467 U.S. 180",1984,"1983-106",FALSE
"justice stevens","concurring",FALSE,"United States v. Gouveia",1984-05-29,"467 U.S. 180",1984,"1983-106",FALSE
"justice marshall","dissenting",FALSE,"United States v. Gouveia",1984-05-29,"467 U.S. 180",1984,"1983-106",FALSE
"justice brennan","majority",FALSE,"Northwest Wholesale Stationers, Inc. v. Pacific Stationery & Printing Co.",1985-06-11,"472 U.S. 284",1985,"1984-120",FALSE
"justice douglas","majority",FALSE,"Hickel v. Oil Shale Corp.",1970-12-08,"400 U.S. 48",1970,"1970-010",FALSE
"justice ginsburg","majority",FALSE,"Day v. McDonough",2006-04-25,"547 U.S. 198",2006,"2005-047",FALSE
"justice scalia","dissenting",FALSE,"Day v. McDonough",2006-04-25,"547 U.S. 198",2006,"2005-047",FALSE
"justice thomas","majority",FALSE,"United States v. Galletti",2004-03-23,"541 U.S. 114",2004,"2003-043",FALSE
"justice stewart","majority",FALSE,"Davis v. United States",1974-06-10,"417 U.S. 333",1974,"1973-131",FALSE
"justice rehnquist","dissenting",FALSE,"Davis v. United States",1974-06-10,"417 U.S. 333",1974,"1973-131",FALSE
"justice rehnquist","majority",FALSE,"General Building Contractors Assn., Inc. v. Pennsylvania",1982-06-29,"458 U.S. 375",1982,"1981-159",FALSE
"justice o'connor","concurring",FALSE,"General Building Contractors Assn., Inc. v. Pennsylvania",1982-06-29,"458 U.S. 375",1982,"1981-159",FALSE
"justice marshall","dissenting",FALSE,"General Building Contractors Assn., Inc. v. Pennsylvania",1982-06-29,"458 U.S. 375",1982,"1981-159",FALSE
"justice white","majority",FALSE,"California v. ARC America Corp.",1989-04-18,"490 U.S. 93",1989,"1988-072",FALSE
"justice rehnquist","majority",FALSE,"United States v. Beggerly",1998-06-08,"524 U.S. 38",1998,"1997-075",FALSE
"justice stevens","concurring",FALSE,"United States v. Beggerly",1998-06-08,"524 U.S. 38",1998,"1997-075",FALSE
"justice stevens","majority",FALSE,"Southern R. Co. v. Seaboard Allied Milling Corp.",1979-10-01,"442 U.S. 444",1979,"1978-121",FALSE
"justice scalia","majority",FALSE,"Cuomo v. Clearing House Ass'n, LLC",2009-06-29,"557 U.S. 519",2009,"2008-082",FALSE
"justice blackmun","majority",FALSE,"Transamerican Freight Lines, Inc. v. Brada Miller Freight Systems, Inc.",1975-11-17,"423 U.S. 28",1975,"1975-007",FALSE
"justice o'connor","majority",FALSE,"South Dakota v. Yankton Sioux Tribe",1998-01-26,"522 U.S. 329",1998,"1997-020",FALSE
"justice stevens","dissenting",TRUE,"California v. Prysock",1981-06-29,"453 U.S. 355",1981,"1980-144",FALSE
"justice brennan","majority",FALSE,"Allied Tube & Conduit Corp. v. Indian Head, Inc.",1988-06-13,"486 U.S. 492",1988,"1987-106",FALSE
"justice white","dissenting",FALSE,"Allied Tube & Conduit Corp. v. Indian Head, Inc.",1988-06-13,"486 U.S. 492",1988,"1987-106",FALSE
"justice brennan","dissenting",TRUE,"Alexander v. Virginia",1973-10-09,"413 U.S. 836",1973,"1972-185",FALSE
"justice marshall","majority",FALSE,"Lorillard v. Pons",1978-02-22,"434 U.S. 575",1978,"1977-038",FALSE
"justice ginsburg","majority",FALSE,"Perry v. New Hampshire",2012-01-11,"132 S. Ct. 716",2012,"2011-009",FALSE
"justice thomas","concurring",FALSE,"Perry v. New Hampshire",2012-01-11,"132 S. Ct. 716",2012,"2011-009",FALSE
"justice sotomayor","dissenting",FALSE,"Perry v. New Hampshire",2012-01-11,"132 S. Ct. 716",2012,"2011-009",FALSE
"justice powell","majority",FALSE,"Darden v. Wainwright",1986-09-03,"477 U.S. 168",1986,"1985-123",FALSE
"justice burger","concurring",FALSE,"Darden v. Wainwright",1986-09-03,"477 U.S. 168",1986,"1985-123",FALSE
"justice brennan","dissenting",FALSE,"Darden v. Wainwright",1986-09-03,"477 U.S. 168",1986,"1985-123",FALSE
"justice blackmun","second_dissenting",FALSE,"Darden v. Wainwright",1986-09-03,"477 U.S. 168",1986,"1985-123",FALSE
"justice o'connor","majority",FALSE,"Arave v. Creech",1993-03-30,"507 U.S. 463",1993,"1992-049",FALSE
"justice blackmun","dissenting",FALSE,"Arave v. Creech",1993-03-30,"507 U.S. 463",1993,"1992-049",FALSE
"justice sotomayor","majority",FALSE,"Carr v. United States",2010-06-01,"560 U.S. 438",2010,"2009-063",FALSE
"justice alito","dissenting",FALSE,"Carr v. United States",2010-06-01,"560 U.S. 438",2010,"2009-063",FALSE
"justice harlan","majority",FALSE,"Moragne v. States Marine Lines, Inc.",1970-06-15,"398 U.S. 375",1970,"1969-112",FALSE
"justice douglas","majority",FALSE,"Smith v. Florida",1972-02-24,"405 U.S. 172",1972,"1971-063",FALSE
"justice marshall","majority",FALSE,"General Motors Corp. v. Devex Corp.",1983-05-24,"461 U.S. 648",1983,"1982-086",FALSE
"justice stevens","concurring",FALSE,"General Motors Corp. v. Devex Corp.",1983-05-24,"461 U.S. 648",1983,"1982-086",FALSE
"justice white","majority",FALSE,"California v. Green",1970-06-23,"399 U.S. 149",1970,"1969-123",FALSE
"justice burger","concurring",FALSE,"California v. Green",1970-06-23,"399 U.S. 149",1970,"1969-123",FALSE
"justice brennan","dissenting",FALSE,"California v. Green",1970-06-23,"399 U.S. 149",1970,"1969-123",FALSE
"justice brennan","majority",FALSE,"Wade v. Wilson",1970-01-19,"396 U.S. 282",1970,"1969-022",FALSE
"justice black","dissenting",FALSE,"Wade v. Wilson",1970-01-19,"396 U.S. 282",1970,"1969-022",FALSE
"justice kennedy","majority",FALSE,"Ontario v. Quon",2010-06-17,"560 U.S. 746",2010,"2009-074",FALSE
"justice stevens","concurring",FALSE,"Ontario v. Quon",2010-06-17,"560 U.S. 746",2010,"2009-074",FALSE
"justice blackmun","majority",FALSE,"Aluminum Co. of America v. Central Lincoln Peoples' Util. Dist.",1984-06-05,"467 U.S. 380",1984,"1983-115",FALSE
"justice stevens","dissenting",FALSE,"Aluminum Co. of America v. Central Lincoln Peoples' Util. Dist.",1984-06-05,"467 U.S. 380",1984,"1983-115",FALSE
"justice powell","majority",FALSE,"Connell Construction Co. v. Plumbers & Steamfitters Local Union No. 100",1975-10-06,"421 U.S. 616",1975,"1974-109",FALSE
"justice douglas","dissenting",FALSE,"Connell Construction Co. v. Plumbers & Steamfitters Local Union No. 100",1975-10-06,"421 U.S. 616",1975,"1974-109",FALSE
"justice stewart","second_dissenting",FALSE,"Connell Construction Co. v. Plumbers & Steamfitters Local Union No. 100",1975-10-06,"421 U.S. 616",1975,"1974-109",FALSE
"justice white","majority",FALSE,"Gilmer v. Interstate/Johnson Lane Corp.",1991-05-13,"500 U.S. 20",1991,"1990-068",FALSE
"justice stevens","dissenting",FALSE,"Gilmer v. Interstate/Johnson Lane Corp.",1991-05-13,"500 U.S. 20",1991,"1990-068",FALSE
"justice rehnquist","majority",FALSE,"Ohio Adult Parole Authority v. Woodard",1998-03-25,"523 U.S. 272",1998,"1997-046",FALSE
"justice o'connor","concurring",FALSE,"Ohio Adult Parole Authority v. Woodard",1998-03-25,"523 U.S. 272",1998,"1997-046",FALSE
"justice souter","majority",FALSE,"Kelly v. South Carolina",2002-01-09,"534 U.S. 246",2002,"2001-014",FALSE
"justice rehnquist","dissenting",FALSE,"Kelly v. South Carolina",2002-01-09,"534 U.S. 246",2002,"2001-014",FALSE
"justice thomas","second_dissenting",FALSE,"Kelly v. South Carolina",2002-01-09,"534 U.S. 246",2002,"2001-014",FALSE
"justice marshall","dissenting",TRUE,"Connor v. Coleman",1979-03-27,"440 U.S. 612",1979,"1978-063",FALSE
"justice rehnquist","majority",FALSE,"Rosebud Sioux Tribe v. Kneip",1977-04-04,"430 U.S. 584",1977,"1976-082",FALSE
"justice marshall","dissenting",FALSE,"Rosebud Sioux Tribe v. Kneip",1977-04-04,"430 U.S. 584",1977,"1976-082",FALSE
"justice ginsburg","majority",FALSE,"Betterman v. Montana",2016-05-19,"136 S. Ct. 1609",2016,"2015-052",FALSE
"justice thomas","concurring",FALSE,"Betterman v. Montana",2016-05-19,"136 S. Ct. 1609",2016,"2015-052",FALSE
"justice stevens","majority",FALSE,"44 Liquormart, Inc. v. Rhode Island",1996-05-13,"517 U.S. 484",1996,"1995-049",FALSE
