"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","year_filed","scdb_id","stingsAsFactors"
"justice brennan","dissenting",FALSE,"Paul v. Davis",1976-05-19,"424 U.S. 693",1976,"1975-056",FALSE
"justice white","majority",FALSE,"Ricketts v. Adamson",1987-06-22,"483 U.S. 1",1987,"1986-136",FALSE
"justice brennan","dissenting",FALSE,"Ricketts v. Adamson",1987-06-22,"483 U.S. 1",1987,"1986-136",FALSE
"justice souter","majority",FALSE,"New Jersey v. New York",1998-05-26,"523 U.S. 767",1998,"1997-070",FALSE
"justice breyer","concurring",FALSE,"New Jersey v. New York",1998-05-26,"523 U.S. 767",1998,"1997-070",FALSE
"justice stevens","dissenting",FALSE,"New Jersey v. New York",1998-05-26,"523 U.S. 767",1998,"1997-070",FALSE
"justice scalia","second_dissenting",FALSE,"New Jersey v. New York",1998-05-26,"523 U.S. 767",1998,"1997-070",FALSE
"justice marshall","majority",FALSE,"Corning Glass Works v. Brennan",1974-06-03,"417 U.S. 188",1974,"1973-124",FALSE
"justice white","majority",FALSE,"Alfred L. Snapp & Son, Inc. v. Puerto Rico Ex Rel. Barez",1982-07-01,"458 U.S. 592",1982,"1981-166",FALSE
"justice brennan","concurring",FALSE,"Alfred L. Snapp & Son, Inc. v. Puerto Rico Ex Rel. Barez",1982-07-01,"458 U.S. 592",1982,"1981-166",FALSE
"justice white","majority",FALSE,"Supreme Court of Va. v. Consumers Union of United States, Inc.",1980-06-02,"446 U.S. 719",1980,"1979-100",FALSE
"justice marshall","majority",FALSE,"FirsTier Mtge. Co. v. Investors Mtge. Ins. Co.",1991-01-15,"498 U.S. 269",1991,"1990-023",FALSE
"justice kennedy","concurring",FALSE,"FirsTier Mtge. Co. v. Investors Mtge. Ins. Co.",1991-01-15,"498 U.S. 269",1991,"1990-023",FALSE
"justice thomas","majority",FALSE,"Cuellar v. United States",2008-06-02,"553 U.S. 550",2008,"2007-045",FALSE
"justice alito","concurring",FALSE,"Cuellar v. United States",2008-06-02,"553 U.S. 550",2008,"2007-045",FALSE
"justice white","dissenting",TRUE,"Jones v. Hildebrant",1977-06-16,"432 U.S. 183",1977,"1976-143",FALSE
"justice brennan","majority",FALSE,"Steffel v. Thompson",1974-03-19,"415 U.S. 452",1974,"1973-072",FALSE
"justice stewart","concurring",FALSE,"Steffel v. Thompson",1974-03-19,"415 U.S. 452",1974,"1973-072",FALSE
"justice rehnquist","majority",FALSE,"Allegheny Pittsburgh Coal Co. v. Commission of Webster Cty.",1989-01-18,"488 U.S. 336",1989,"1988-021",FALSE
"justice rehnquist","majority",FALSE,"Maryland v. Wilson",1997-02-19,"519 U.S. 408",1997,"1996-026",FALSE
"justice stevens","dissenting",FALSE,"Maryland v. Wilson",1997-02-19,"519 U.S. 408",1997,"1996-026",FALSE
"justice kennedy","second_dissenting",FALSE,"Maryland v. Wilson",1997-02-19,"519 U.S. 408",1997,"1996-026",FALSE
"justice rehnquist","majority",FALSE,"Gilmore v. Taylor",1993-06-07,"508 U.S. 333",1993,"1992-084",FALSE
"justice o'connor","concurring",FALSE,"Gilmore v. Taylor",1993-06-07,"508 U.S. 333",1993,"1992-084",FALSE
"justice blackmun","dissenting",FALSE,"Gilmore v. Taylor",1993-06-07,"508 U.S. 333",1993,"1992-084",FALSE
"justice douglas","dissenting",TRUE,"Jones v. Board of Ed. of Tenn.",1970-03-30,"397 U.S. 31",1970,"1969-042",FALSE
"justice brennan","majority",FALSE,"FCC v. League of Women Voters of Cal.",1984-07-02,"468 U.S. 364",1984,"1983-155",FALSE
"justice rehnquist","dissenting",FALSE,"FCC v. League of Women Voters of Cal.",1984-07-02,"468 U.S. 364",1984,"1983-155",FALSE
"justice stevens","second_dissenting",FALSE,"FCC v. League of Women Voters of Cal.",1984-07-02,"468 U.S. 364",1984,"1983-155",FALSE
"justice stevens","majority",FALSE,"Nguyen v. United States",2003-06-09,"539 U.S. 69",2003,"2002-067",FALSE
"justice rehnquist","dissenting",FALSE,"Nguyen v. United States",2003-06-09,"539 U.S. 69",2003,"2002-067",FALSE
"justice thomas","majority",FALSE,"Pliler v. Ford",2004-06-21,"542 U.S. 225",2004,"2003-077",FALSE
"justice o'connor","concurring",FALSE,"Pliler v. Ford",2004-06-21,"542 U.S. 225",2004,"2003-077",FALSE
"justice ginsburg","dissenting",FALSE,"Pliler v. Ford",2004-06-21,"542 U.S. 225",2004,"2003-077",FALSE
"justice breyer","second_dissenting",FALSE,"Pliler v. Ford",2004-06-21,"542 U.S. 225",2004,"2003-077",FALSE
"justice burger","majority",FALSE,"Stencel Aero Engineering Corp. v. United States",1977-10-03,"431 U.S. 666",1977,"1976-125",FALSE
"justice marshall","dissenting",FALSE,"Stencel Aero Engineering Corp. v. United States",1977-10-03,"431 U.S. 666",1977,"1976-125",FALSE
"justice rehnquist","majority",FALSE,"United Parcel Service, Inc. v. Mitchell",1981-04-20,"451 U.S. 56",1981,"1980-070",FALSE
"justice blackmun","concurring",FALSE,"United Parcel Service, Inc. v. Mitchell",1981-04-20,"451 U.S. 56",1981,"1980-070",FALSE
"justice powell","majority",FALSE,"Mathews v. Eldridge",1976-02-24,"424 U.S. 319",1976,"1975-035",FALSE
"justice brennan","dissenting",FALSE,"Mathews v. Eldridge",1976-02-24,"424 U.S. 319",1976,"1975-035",FALSE
"justice ginsburg","majority",FALSE,"Caterpillar Inc. v. Lewis",1996-12-10,"519 U.S. 61",1996,"1996-008",FALSE
"justice kennedy","majority",FALSE,"Bethesda Hospital Assn. v. Bowen",1988-04-04,"485 U.S. 399",1988,"1987-058",FALSE
"justice scalia","majority",FALSE,"Norfolk Shipbuilding & Drydock Corp. v. Garris",2001-06-04,"532 U.S. 811",2001,"2000-065",FALSE
"justice ginsburg","majority",FALSE,"Volvo Trucks North America, Inc. v. Reeder-Simco GMC, Inc.",2006-01-10,"546 U.S. 164",2006,"2005-015",FALSE
"justice stevens","dissenting",FALSE,"Volvo Trucks North America, Inc. v. Reeder-Simco GMC, Inc.",2006-01-10,"546 U.S. 164",2006,"2005-015",FALSE
"justice stewart","majority",FALSE,"United States v. Mara",1973-01-22,"410 U.S. 19",1973,"1972-045",FALSE
"justice douglas","dissenting",FALSE,"United States v. Mara",1973-01-22,"410 U.S. 19",1973,"1972-045",FALSE
"justice marshall","second_dissenting",FALSE,"United States v. Mara",1973-01-22,"410 U.S. 19",1973,"1972-045",FALSE
"justice brennan","majority",FALSE,"United States v. Ryan",1971-05-24,"402 U.S. 530",1971,"1970-105",FALSE
"justice ginsburg","majority",FALSE,"Bank Markazi v. Peterson",2016-04-20,"136 S. Ct. 1310",2016,"2015-033",FALSE
"justice roberts","dissenting",FALSE,"Bank Markazi v. Peterson",2016-04-20,"136 S. Ct. 1310",2016,"2015-033",FALSE
"justice white","majority",FALSE,"Ellis v. Railway Clerks",1984-04-25,"466 U.S. 435",1984,"1983-082",FALSE
"justice burger","majority",FALSE,"United States v. Nixon",1974-07-24,"418 U.S. 683",1974,"1973-172",FALSE
"justice scalia","majority",FALSE,"Sattazahn v. Pennsylvania",2003-01-14,"537 U.S. 101",2003,"2002-012",FALSE
"justice o'connor","concurring",FALSE,"Sattazahn v. Pennsylvania",2003-01-14,"537 U.S. 101",2003,"2002-012",FALSE
"justice ginsburg","dissenting",FALSE,"Sattazahn v. Pennsylvania",2003-01-14,"537 U.S. 101",2003,"2002-012",FALSE
"justice stevens","majority",FALSE,"Mohasco Corp. v. Silver",1980-06-23,"447 U.S. 807",1980,"1979-136",FALSE
"justice blackmun","dissenting",FALSE,"Mohasco Corp. v. Silver",1980-06-23,"447 U.S. 807",1980,"1979-136",FALSE
"justice kennedy","majority",FALSE,"Rice v. Cayetano",2000-02-23,"528 U.S. 495",2000,"1999-031",FALSE
"justice stevens","dissenting",FALSE,"Rice v. Cayetano",2000-02-23,"528 U.S. 495",2000,"1999-031",FALSE
"justice ginsburg","second_dissenting",FALSE,"Rice v. Cayetano",2000-02-23,"528 U.S. 495",2000,"1999-031",FALSE
"justice brennan","majority",FALSE,"Toll v. Moreno",1982-06-28,"458 U.S. 1",1982,"1981-147",FALSE
"justice blackmun","concurring",FALSE,"Toll v. Moreno",1982-06-28,"458 U.S. 1",1982,"1981-147",FALSE
"justice rehnquist","dissenting",FALSE,"Toll v. Moreno",1982-06-28,"458 U.S. 1",1982,"1981-147",FALSE
"justice stevens","majority",FALSE,"Granberry v. Greer",1987-04-21,"481 U.S. 129",1987,"1986-071",FALSE
"justice stewart","majority",FALSE,"Harrison v. PPG Industries, Inc.",1980-05-27,"446 U.S. 578",1980,"1979-092",FALSE
"justice powell","concurring",FALSE,"Harrison v. PPG Industries, Inc.",1980-05-27,"446 U.S. 578",1980,"1979-092",FALSE
"justice rehnquist","dissenting",FALSE,"Harrison v. PPG Industries, Inc.",1980-05-27,"446 U.S. 578",1980,"1979-092",FALSE
"justice stevens","second_dissenting",FALSE,"Harrison v. PPG Industries, Inc.",1980-05-27,"446 U.S. 578",1980,"1979-092",FALSE
"justice blackmun","majority",FALSE,"Thornburgh v. Abbott",1989-05-15,"490 U.S. 401",1989,"1988-085",FALSE
"justice stewart","majority",FALSE,"Kosydar v. National Cash Register Co.",1974-05-20,"417 U.S. 62",1974,"1973-116",FALSE
"justice rehnquist","majority",FALSE,"Bousley v. United States",1998-05-18,"523 U.S. 614",1998,"1997-062",FALSE
"justice scalia","dissenting",FALSE,"Bousley v. United States",1998-05-18,"523 U.S. 614",1998,"1997-062",FALSE
"justice breyer","majority",FALSE,"Mayo Collaborative Services v. Prometheus Laboratories, Inc.",2012-03-20,"132 S. Ct. 1289",2012,"2011-034",FALSE
"justice blackmun","majority",FALSE,"California v. Acevedo",1991-06-03,"500 U.S. 565",1991,"1990-092",FALSE
"justice scalia","concurring",FALSE,"California v. Acevedo",1991-06-03,"500 U.S. 565",1991,"1990-092",FALSE
"justice white","dissenting",FALSE,"California v. Acevedo",1991-06-03,"500 U.S. 565",1991,"1990-092",FALSE
"justice stevens","second_dissenting",FALSE,"California v. Acevedo",1991-06-03,"500 U.S. 565",1991,"1990-092",FALSE
"justice blackmun","majority",FALSE,"New York v. Burger",1987-06-19,"482 U.S. 691",1987,"1986-133",FALSE
"justice brennan","dissenting",FALSE,"New York v. Burger",1987-06-19,"482 U.S. 691",1987,"1986-133",FALSE
"justice rehnquist","majority",FALSE,"Middendorf v. Henry",1976-03-24,"425 U.S. 25",1976,"1975-062",FALSE
"justice powell","concurring",FALSE,"Middendorf v. Henry",1976-03-24,"425 U.S. 25",1976,"1975-062",FALSE
"justice marshall","dissenting",FALSE,"Middendorf v. Henry",1976-03-24,"425 U.S. 25",1976,"1975-062",FALSE
"justice stevens","majority",FALSE,"Western Air Lines, Inc. v. Criswell",1985-06-17,"472 U.S. 400",1985,"1984-125",FALSE
"justice stevens","dissenting",TRUE,"Board of Trustees of Keene State College v. Sweeney",1978-11-13,"439 U.S. 24",1978,"1978-005",FALSE
"justice blackmun","majority",FALSE,"United States v. Kras",1973-01-10,"409 U.S. 434",1973,"1972-034",FALSE
"justice burger","concurring",FALSE,"United States v. Kras",1973-01-10,"409 U.S. 434",1973,"1972-034",FALSE
"justice stewart","dissenting",FALSE,"United States v. Kras",1973-01-10,"409 U.S. 434",1973,"1972-034",FALSE
"justice douglas","second_dissenting",FALSE,"United States v. Kras",1973-01-10,"409 U.S. 434",1973,"1972-034",FALSE
"justice kennedy","majority",FALSE,"Vimar Seguros Y Reaseguros, SA v. M/V Sky Reefer",1995-06-19,"515 U.S. 528",1995,"1994-082",FALSE
"justice o'connor","concurring",FALSE,"Vimar Seguros Y Reaseguros, SA v. M/V Sky Reefer",1995-06-19,"515 U.S. 528",1995,"1994-082",FALSE
"justice stevens","dissenting",FALSE,"Vimar Seguros Y Reaseguros, SA v. M/V Sky Reefer",1995-06-19,"515 U.S. 528",1995,"1994-082",FALSE
"justice scalia","majority",FALSE,"Domino's Pizza, Inc. v. McDonald",2006-02-22,"546 U.S. 470",2006,"2005-032",FALSE
"justice rehnquist","majority",FALSE,"Zelman v. Simmons-Harris",2002-06-27,"536 U.S. 639",2002,"2001-080",FALSE
"justice o'connor","concurring",FALSE,"Zelman v. Simmons-Harris",2002-06-27,"536 U.S. 639",2002,"2001-080",FALSE
"justice stevens","dissenting",FALSE,"Zelman v. Simmons-Harris",2002-06-27,"536 U.S. 639",2002,"2001-080",FALSE
"justice souter","second_dissenting",FALSE,"Zelman v. Simmons-Harris",2002-06-27,"536 U.S. 639",2002,"2001-080",FALSE
"justice rehnquist","majority",FALSE,"Leatherman v. Tarrant County Narcotics Intelligence and Coordination Unit",1993-03-03,"507 U.S. 163",1993,"1992-036",FALSE
"justice marshall","majority",FALSE,"Colorado v. New Mexico",1982-12-13,"459 U.S. 176",1982,"1982-014",FALSE
"justice burger","concurring",FALSE,"Colorado v. New Mexico",1982-12-13,"459 U.S. 176",1982,"1982-014",FALSE
"justice marshall","majority",FALSE,"United States v. Mississippi Chemical Corp.",1972-03-06,"405 U.S. 298",1972,"1971-071",FALSE
"justice kennedy","majority",FALSE,"Coeur Alaska, Inc. v. Southeast Alaska Conservation Council",2009-06-22,"557 U.S. 261",2009,"2008-077",FALSE
"justice breyer","concurring",FALSE,"Coeur Alaska, Inc. v. Southeast Alaska Conservation Council",2009-06-22,"557 U.S. 261",2009,"2008-077",FALSE
"justice ginsburg","dissenting",FALSE,"Coeur Alaska, Inc. v. Southeast Alaska Conservation Council",2009-06-22,"557 U.S. 261",2009,"2008-077",FALSE
"justice brennan","majority",FALSE,"Houston v. Lack",1988-06-24,"487 U.S. 266",1988,"1987-136",FALSE
"justice scalia","dissenting",FALSE,"Houston v. Lack",1988-06-24,"487 U.S. 266",1988,"1987-136",FALSE
"justice ginsburg","majority",FALSE,"WisconsinDept. of Health and Family Servs. v. Blumer",2002-02-20,"534 U.S. 473",2002,"2001-023",FALSE
"justice stevens","dissenting",FALSE,"WisconsinDept. of Health and Family Servs. v. Blumer",2002-02-20,"534 U.S. 473",2002,"2001-023",FALSE
"justice marshall","majority",FALSE,"United States v. Centennial Savings Bank FSB",1991-04-17,"499 U.S. 573",1991,"1990-062",FALSE
"justice blackmun","majority",FALSE,"United States v. Alaska",1975-10-06,"422 U.S. 184",1975,"1974-128",FALSE
"justice scalia","majority",FALSE,"Semtek Int'l Inc. v. Lockheed Martin Corp.",2001-02-27,"531 U.S. 497",2001,"2000-026",FALSE
"justice breyer","majority",FALSE,"Van de Kamp v. Goldstein",2009-01-26,"555 U.S. 335",2009,"2008-020",FALSE
"justice stevens","dissenting",TRUE,"Breard v. Greene",1998-04-21,"523 U.S. 371",1998,"1997-051",FALSE
"justice breyer","second_dissenting",TRUE,"Breard v. Greene",1998-04-21,"523 U.S. 371",1998,"1997-051",FALSE
"justice stevens","majority",FALSE,"Summit Health, Ltd. v. Pinhas",1991-05-28,"500 U.S. 322",1991,"1990-083",FALSE
"justice scalia","dissenting",FALSE,"Summit Health, Ltd. v. Pinhas",1991-05-28,"500 U.S. 322",1991,"1990-083",FALSE
"justice white","majority",FALSE,"United States v. Energy Resources Co.",1990-05-29,"495 U.S. 545",1990,"1989-084",FALSE
"justice burger","majority",FALSE,"Williams v. Illinois",1970-06-29,"399 U.S. 235",1970,"1969-128",FALSE
"justice ginsburg","majority",FALSE,"Nelson v. Colorado",2017-04-19,"137 S. Ct. 1249",2017,"2016-033",FALSE
"justice alito","concurring",FALSE,"Nelson v. Colorado",2017-04-19,"137 S. Ct. 1249",2017,"2016-033",FALSE
"justice thomas","dissenting",FALSE,"Nelson v. Colorado",2017-04-19,"137 S. Ct. 1249",2017,"2016-033",FALSE
"justice breyer","majority",FALSE,"Bullock v. BankChampaign, N. A.",2013-05-13,"133 S. Ct. 1754",2013,"2012-042",FALSE
"justice scalia","majority",FALSE,"College Savings Bank v. Florida Prepaid Postsecondary Ed. Expense Bd.",1999-06-23,"527 U.S. 666",1999,"1998-090",FALSE
"justice stevens","dissenting",FALSE,"College Savings Bank v. Florida Prepaid Postsecondary Ed. Expense Bd.",1999-06-23,"527 U.S. 666",1999,"1998-090",FALSE
"justice breyer","second_dissenting",FALSE,"College Savings Bank v. Florida Prepaid Postsecondary Ed. Expense Bd.",1999-06-23,"527 U.S. 666",1999,"1998-090",FALSE
"justice blackmun","majority",FALSE,"Illinois v. Krull",1987-03-09,"480 U.S. 340",1987,"1986-048",FALSE
"justice marshall","dissenting",FALSE,"Illinois v. Krull",1987-03-09,"480 U.S. 340",1987,"1986-048",FALSE
"justice o'connor","second_dissenting",FALSE,"Illinois v. Krull",1987-03-09,"480 U.S. 340",1987,"1986-048",FALSE
"justice stevens","majority",FALSE,"United States v. Agurs",1976-06-24,"427 U.S. 97",1976,"1975-147",FALSE
"justice marshall","dissenting",FALSE,"United States v. Agurs",1976-06-24,"427 U.S. 97",1976,"1975-147",FALSE
"justice burger","majority",FALSE,"United States v. Cortez",1981-01-21,"449 U.S. 411",1981,"1980-027",FALSE
"justice burger","majority",FALSE,"Davis v. Board of School Comm'rs of Mobile Cty.",1971-04-20,"402 U.S. 33",1971,"1970-083",FALSE
"justice scalia","majority",FALSE,"Kentucky Assn. of Health Plans, Inc. v. Miller",2003-04-02,"538 U.S. 329",2003,"2002-038",FALSE
"justice powell","majority",FALSE,"Memphis Light, Gas & Water Div. v. Craft",1978-05-01,"436 U.S. 1",1978,"1977-076",FALSE
"justice stevens","dissenting",FALSE,"Memphis Light, Gas & Water Div. v. Craft",1978-05-01,"436 U.S. 1",1978,"1977-076",FALSE
"justice stewart","majority",FALSE,"Rosario v. Rockefeller",1973-04-23,"410 U.S. 752",1973,"1972-082",FALSE
"justice powell","dissenting",FALSE,"Rosario v. Rockefeller",1973-04-23,"410 U.S. 752",1973,"1972-082",FALSE
"justice brennan","majority",FALSE,"Beth Israel Hospital v. NLRB",1978-06-22,"437 U.S. 483",1978,"1977-128",FALSE
"justice blackmun","concurring",FALSE,"Beth Israel Hospital v. NLRB",1978-06-22,"437 U.S. 483",1978,"1977-128",FALSE
"justice ginsburg","majority",FALSE,"Greenlaw v. United States",2008-06-23,"554 U.S. 237",2008,"2007-064",FALSE
"justice breyer","concurring",FALSE,"Greenlaw v. United States",2008-06-23,"554 U.S. 237",2008,"2007-064",FALSE
"justice alito","dissenting",FALSE,"Greenlaw v. United States",2008-06-23,"554 U.S. 237",2008,"2007-064",FALSE
"justice burger","majority",FALSE,"California v. Carney",1985-05-13,"471 U.S. 386",1985,"1984-091",FALSE
"justice stevens","dissenting",FALSE,"California v. Carney",1985-05-13,"471 U.S. 386",1985,"1984-091",FALSE
"justice burger","majority",FALSE,"Hynes v. Mayor and Council of Oradell",1976-05-19,"425 U.S. 610",1976,"1975-091",FALSE
"justice rehnquist","dissenting",FALSE,"Hynes v. Mayor and Council of Oradell",1976-05-19,"425 U.S. 610",1976,"1975-091",FALSE
"justice breyer","majority",FALSE,"Nynex Corp. v. Discon, Inc.",1998-12-14,"525 U.S. 128",1998,"1998-008",FALSE
"justice brennan","majority",FALSE,"NLRB v. Food & Commercial Workers",1987-12-14,"484 U.S. 112",1987,"1987-010",FALSE
"justice scalia","concurring",FALSE,"NLRB v. Food & Commercial Workers",1987-12-14,"484 U.S. 112",1987,"1987-010",FALSE
"justice douglas","majority",FALSE,"Kahn v. Shevin",1974-04-24,"416 U.S. 351",1974,"1973-093",FALSE
"justice brennan","dissenting",FALSE,"Kahn v. Shevin",1974-04-24,"416 U.S. 351",1974,"1973-093",FALSE
"justice white","second_dissenting",FALSE,"Kahn v. Shevin",1974-04-24,"416 U.S. 351",1974,"1973-093",FALSE
"justice stevens","majority",FALSE,"Branti v. Finkel",1980-03-31,"445 U.S. 507",1980,"1979-064",FALSE
"justice stewart","dissenting",FALSE,"Branti v. Finkel",1980-03-31,"445 U.S. 507",1980,"1979-064",FALSE
"justice powell","second_dissenting",FALSE,"Branti v. Finkel",1980-03-31,"445 U.S. 507",1980,"1979-064",FALSE
"justice kennedy","majority",FALSE,"Circuit City Stores, Inc. v. Adams",2001-03-21,"532 U.S. 105",2001,"2000-035",FALSE
"justice stevens","dissenting",FALSE,"Circuit City Stores, Inc. v. Adams",2001-03-21,"532 U.S. 105",2001,"2000-035",FALSE
"justice souter","second_dissenting",FALSE,"Circuit City Stores, Inc. v. Adams",2001-03-21,"532 U.S. 105",2001,"2000-035",FALSE
"justice burger","majority",FALSE,"Serfass v. United States",1975-03-03,"420 U.S. 377",1975,"1974-056",FALSE
"justice thomas","majority",FALSE,"Melendez v. United States",1996-06-17,"518 U.S. 120",1996,"1995-072",FALSE
"justice souter","concurring",FALSE,"Melendez v. United States",1996-06-17,"518 U.S. 120",1996,"1995-072",FALSE
"justice stevens","majority",FALSE,"Horton v. California",1990-06-04,"496 U.S. 128",1990,"1989-098",FALSE
"justice brennan","dissenting",FALSE,"Horton v. California",1990-06-04,"496 U.S. 128",1990,"1989-098",FALSE
"justice white","majority",FALSE,"Edwards v. Arizona",1981-06-22,"451 U.S. 477",1981,"1980-086",FALSE
"justice burger","concurring",FALSE,"Edwards v. Arizona",1981-06-22,"451 U.S. 477",1981,"1980-086",FALSE
"justice rehnquist","dissenting",TRUE,"Chappelle v. Greater Baton Rouge Airport Dist.",1977-06-27,"431 U.S. 159",1977,"1976-103",FALSE
"justice o'connor","majority",FALSE,"Kolender v. Lawson",1983-05-02,"461 U.S. 352",1983,"1982-074",FALSE
"justice brennan","concurring",FALSE,"Kolender v. Lawson",1983-05-02,"461 U.S. 352",1983,"1982-074",FALSE
